student_id,attendance_pct,past_marks,submission_rate,login_frequency,resume_scans_count,mock_interview_score,career_chat_activity_count,at_risk
STU-00927,75.3,70.0,0.653,5,5,67.7,3,0
STU-00928,67.4,43.3,0.485,5,1,23.4,4,1
STU-00929,83.6,71.7,0.828,6,2,59.8,5,0
STU-00930,70.3,55.0,0.684,4,2,44.8,4,1
STU-00931,81.8,64.0,0.582,6,1,73.2,6,0
STU-00932,91.6,96.7,0.801,2,6,79.2,5,0
STU-00933,99.9,86.0,0.761,8,3,84.4,8,0
STU-00934,93.3,81.7,0.862,7,1,69.6,8,0
STU-00935,85.1,84.3,0.664,5,6,82.1,3,0
STU-00936,86.9,84.0,0.898,4,9,58.7,7,0
STU-00937,62.1,56.0,0.627,1,3,53.5,11,1
STU-00938,82.7,67.3,0.644,6,3,63.6,0,0
STU-00939,78.1,59.0,0.591,6,6,57.5,4,0
STU-00940,83.6,72.3,0.648,8,3,54.9,6,0
STU-00941,95.0,90.0,0.748,4,2,84.7,6,0
STU-00942,79.3,62.3,0.669,3,2,52.2,3,0
STU-00943,72.4,53.3,0.518,3,2,37.3,2,1
STU-00944,96.8,78.7,0.619,2,3,64.6,4,0
STU-00945,78.2,69.3,0.666,1,0,54.3,4,0
STU-00946,68.7,40.3,0.457,8,3,43.3,3,1
STU-00947,81.0,74.7,0.663,3,4,57.4,5,0
STU-00948,73.7,91.7,0.786,7,5,83.3,4,0
STU-00949,100.0,100.0,0.83,6,5,77.9,11,0
STU-00950,61.7,76.0,0.94,4,3,69.6,10,0
STU-00951,57.5,54.7,0.628,7,6,54.7,8,1
STU-00952,80.5,54.0,0.69,0,8,59.5,4,0
STU-00953,76.2,62.0,0.518,3,1,52.0,9,1
STU-00954,79.2,76.3,0.729,5,5,74.8,6,0
STU-00955,66.3,58.3,0.659,5,2,43.0,10,1
STU-00956,84.0,65.3,0.595,7,1,68.5,7,0
STU-00957,62.4,28.3,0.614,3,1,48.6,4,1
STU-00958,91.0,67.3,0.59,2,5,58.6,1,0
STU-00959,70.8,57.3,0.614,4,0,69.5,10,1
STU-00960,92.6,81.7,0.761,6,7,72.0,3,0
STU-00961,79.1,50.7,0.616,7,1,33.1,4,1
STU-00962,77.1,69.3,0.645,1,1,53.3,8,0
STU-00963,57.8,44.0,0.548,1,2,35.6,7,1
STU-00964,75.6,69.7,0.679,8,3,77.7,2,0
STU-00965,78.2,74.3,0.663,3,7,60.9,5,0
STU-00966,78.0,94.7,0.862,9,3,73.6,2,0
STU-00967,80.4,82.7,0.782,6,2,63.1,8,0
STU-00968,76.9,82.3,0.755,3,3,79.1,5,0
STU-00969,88.7,82.7,0.729,5,2,78.2,4,0
STU-00970,76.6,69.7,0.762,2,6,55.3,3,0
STU-00971,72.3,65.0,0.656,3,1,40.2,7,0
STU-00972,85.8,92.3,0.787,8,4,69.5,3,0
STU-00973,85.7,87.0,0.793,2,2,87.7,3,0
STU-00974,98.9,92.3,0.997,3,3,92.0,11,0
STU-00975,57.2,42.7,0.456,4,2,36.8,5,1
STU-00976,65.0,60.7,0.715,5,8,66.5,3,1
STU-00977,81.7,64.3,0.52,2,10,70.3,5,0
STU-00978,78.3,80.3,0.769,7,7,68.0,3,0
STU-00979,80.4,83.0,0.941,3,8,78.4,11,0
STU-00980,97.8,92.7,0.902,6,2,82.1,8,0
STU-00981,100.0,97.3,0.9,10,4,88.5,4,0
STU-00982,72.7,85.3,0.732,10,5,60.6,3,0
STU-00983,82.2,79.0,0.747,8,3,55.2,8,0
STU-00984,75.8,57.0,0.615,5,3,34.7,11,1
STU-00985,79.1,70.0,0.637,2,1,68.2,5,0
STU-00986,76.1,59.3,0.623,5,3,37.9,6,1
STU-00987,53.8,41.3,0.573,3,3,50.7,5,1
STU-00988,77.5,67.0,0.624,4,1,51.1,10,0
STU-00989,88.4,83.3,0.752,5,2,92.7,7,0
STU-00990,71.5,66.3,0.573,5,4,53.5,8,1
STU-00991,92.3,91.7,0.84,5,2,65.4,7,0
STU-00992,100.0,85.7,0.872,8,6,91.1,6,0
STU-00993,100.0,100.0,0.919,8,2,100.0,5,0
STU-00994,85.4,69.3,0.774,7,5,51.7,6,0
STU-00995,75.4,69.3,0.704,5,3,56.3,6,0
STU-00996,69.5,49.0,0.626,3,4,34.4,3,1
STU-00997,90.1,88.3,0.816,5,3,74.1,8,0
STU-00998,72.4,59.0,0.638,5,4,51.0,6,1
STU-00999,75.3,65.3,0.634,6,2,52.7,7,0
STU-01000,87.7,82.0,0.937,4,6,55.1,7,0
STU-01001,47.0,55.1,0.512,3,3,62.7,4,0
STU-01002,37.8,25.7,0.05,0,4,28.6,10,1
STU-01003,71.3,78.5,0.7,12,8,91.0,7,0
STU-01004,79.4,75.3,0.655,0,1,38.3,5,0
STU-01005,20.0,25.0,0.092,3,2,20.0,0,1
STU-01006,45.2,30.8,0.217,8,1,36.3,4,1
STU-01007,44.9,34.0,0.073,0,1,22.6,4,1
STU-01008,42.9,32.1,0.324,3,6,63.8,7,0
STU-01009,65.2,58.1,0.627,6,1,60.9,2,0
STU-01010,44.3,36.9,0.25,2,4,41.0,4,1
STU-01011,69.8,54.8,0.694,10,7,77.8,14,0
STU-01012,72.4,73.9,0.559,2,3,39.4,5,0
STU-01013,71.0,61.9,0.593,5,2,35.5,6,0
STU-01014,54.8,62.9,0.426,0,2,45.4,8,0
STU-01015,50.5,44.0,0.409,0,4,47.3,7,0
STU-01016,46.9,26.0,0.31,2,2,42.2,2,1
STU-01017,60.8,62.0,0.494,0,0,51.7,4,0
STU-01018,47.3,25.3,0.421,10,5,44.8,5,0
STU-01019,66.6,74.5,0.605,1,2,67.6,7,0
STU-01020,28.2,38.0,0.089,0,4,20.0,1,1
STU-01021,35.2,39.2,0.054,0,1,26.7,4,1
STU-01022,22.7,25.0,0.05,0,3,35.9,8,1
STU-01023,74.3,72.1,0.676,6,2,77.9,3,0
STU-01024,51.2,50.9,0.438,1,3,28.6,3,0
STU-01025,50.1,28.6,0.28,2,3,43.6,3,1
STU-01026,50.2,52.3,0.635,5,0,29.8,7,0
STU-01027,72.8,67.4,0.653,10,6,82.9,5,0
STU-01028,61.3,51.3,0.529,0,2,35.3,6,0
STU-01029,41.1,54.4,0.316,0,2,25.7,0,1
STU-01030,76.3,44.1,0.739,7,2,38.8,9,0
STU-01031,100.0,98.4,0.877,5,2,76.7,1,0
STU-01032,51.9,56.4,0.362,8,1,60.7,7,0
STU-01033,64.4,56.2,0.356,6,2,28.6,5,0
STU-01034,22.0,31.0,0.288,0,4,34.2,3,1
STU-01035,82.1,69.9,0.836,14,3,81.6,3,0
STU-01036,69.8,62.7,0.574,2,7,69.8,3,0
STU-01037,53.5,49.0,0.769,4,0,52.6,0,0
STU-01038,28.2,29.1,0.122,0,1,20.0,3,1
STU-01039,26.1,25.0,0.086,0,4,20.0,0,1
STU-01040,83.0,76.7,0.733,8,1,82.2,3,0
STU-01041,72.6,80.6,0.474,5,2,71.6,8,0
STU-01042,73.1,64.6,0.617,7,2,57.5,3,0
STU-01043,33.8,27.1,0.326,0,0,50.6,1,1
STU-01044,52.5,43.4,0.432,0,1,54.3,2,0
STU-01045,71.4,65.4,0.523,9,8,67.8,7,0
STU-01046,57.2,52.7,0.588,1,2,45.8,1,0
STU-01047,40.3,65.5,0.417,0,4,56.0,6,0
STU-01048,60.1,46.2,0.376,5,4,54.8,3,0
STU-01049,72.4,73.0,0.699,7,5,46.7,8,0
STU-01050,54.5,52.1,0.547,6,12,67.4,8,0
STU-01051,53.6,42.1,0.336,0,7,45.2,5,0
STU-01052,56.5,55.8,0.532,0,3,34.3,2,0
STU-01053,20.0,25.0,0.129,0,2,20.0,1,1
STU-01054,48.5,57.7,0.402,2,1,21.0,5,1
STU-01055,46.2,32.9,0.26,0,3,20.0,0,1
STU-01056,48.2,39.2,0.273,0,4,31.5,4,1
STU-01057,46.4,36.6,0.295,2,1,35.2,5,1
STU-01058,90.9,75.3,0.934,4,1,44.7,2,0
STU-01059,50.6,34.9,0.353,4,2,26.0,5,0
STU-01060,63.7,77.4,0.638,2,1,64.0,2,0
STU-01061,25.4,25.0,0.133,5,4,25.6,4,1
STU-01062,45.7,37.0,0.358,5,4,55.5,2,0
STU-01063,53.3,50.4,0.317,5,11,76.1,15,0
STU-01064,55.0,60.0,0.39,0,4,32.8,5,0
STU-01065,63.3,72.7,0.426,0,4,43.8,2,0
STU-01066,64.9,65.5,0.4,1,2,47.4,4,0
STU-01067,21.0,42.4,0.195,0,5,20.0,5,1
STU-01068,49.0,47.3,0.408,6,1,29.2,5,0
STU-01069,80.1,61.6,0.793,7,11,76.4,7,0
STU-01070,41.5,30.5,0.269,0,4,20.0,0,1
STU-01071,31.6,25.0,0.05,6,5,37.5,2,1
STU-01072,42.7,25.0,0.271,0,1,38.8,2,1
STU-01073,43.1,39.7,0.281,1,2,23.4,2,1
STU-01074,66.5,62.2,0.574,6,4,67.6,4,0
STU-01075,52.2,46.2,0.3,0,4,45.5,4,0
STU-01076,59.5,36.8,0.407,0,2,42.7,4,0
STU-01077,42.2,58.0,0.368,1,3,37.3,1,0
STU-01078,51.5,51.2,0.6,2,3,33.9,7,0
STU-01079,45.7,67.9,0.404,0,0,43.1,2,0
STU-01080,56.8,33.9,0.434,5,5,30.3,8,0
STU-01081,70.6,58.6,0.762,5,4,38.0,1,0
STU-01082,46.7,25.0,0.388,0,3,26.6,3,1
STU-01083,53.8,48.4,0.504,5,2,43.6,4,0
STU-01084,50.2,30.0,0.154,1,1,20.0,0,1
STU-01085,30.7,25.0,0.31,0,1,20.0,4,1
STU-01086,53.6,40.7,0.307,0,3,37.5,4,1
STU-01087,30.8,35.1,0.141,0,2,20.0,3,1
STU-01088,71.8,60.7,0.488,4,3,55.8,7,0
STU-01089,45.5,69.2,0.324,0,2,62.3,4,0
STU-01090,56.6,51.2,0.634,0,4,41.9,4,0
STU-01091,61.0,58.1,0.327,0,5,42.6,5,0
STU-01092,51.2,30.7,0.355,0,2,20.0,7,1
STU-01093,47.4,38.0,0.362,5,1,59.5,6,0
STU-01094,46.0,40.6,0.314,0,2,34.3,6,1
STU-01095,32.2,25.0,0.188,7,8,41.8,12,1
STU-01096,37.8,31.5,0.14,0,2,20.0,2,1
STU-01097,31.6,33.1,0.249,6,3,40.4,5,1
STU-01098,40.9,25.0,0.213,4,0,20.0,6,1
STU-01099,81.9,73.9,0.68,12,5,88.9,12,0
STU-01100,41.5,26.2,0.233,0,0,26.9,7,1
STU-01101,52.2,39.6,0.396,2,3,20.0,5,0
STU-01102,87.7,76.0,0.701,7,2,74.1,3,0
STU-01103,58.4,44.7,0.606,8,3,53.3,5,0
STU-01104,60.2,71.6,0.412,0,7,57.5,5,0
STU-01105,35.0,32.2,0.201,0,4,26.5,3,1
STU-01106,63.3,54.1,0.636,9,1,62.1,7,0
STU-01107,35.6,31.4,0.327,7,3,44.6,8,1
STU-01108,58.2,63.8,0.319,1,3,34.0,3,0
STU-01109,61.5,76.2,0.723,0,1,46.1,2,0
STU-01110,20.0,25.0,0.092,0,4,20.0,4,1
STU-01111,65.7,57.9,0.556,5,1,61.3,7,0
STU-01112,69.2,51.8,0.43,5,2,69.1,5,0
STU-01113,41.4,39.1,0.432,6,3,45.7,4,0
STU-01114,25.6,25.0,0.157,4,4,38.4,1,1
STU-01115,47.6,51.6,0.258,2,2,26.3,3,1
STU-01116,59.7,53.7,0.364,5,1,47.6,2,0
STU-01117,65.6,58.7,0.948,11,3,62.4,5,0
STU-01118,35.2,32.5,0.307,0,2,44.1,2,1
STU-01119,100.0,79.8,0.757,2,1,61.8,9,0
STU-01120,48.2,37.9,0.426,0,1,28.9,0,1
STU-01121,34.6,48.4,0.395,6,3,20.0,5,1
STU-01122,58.3,61.8,0.467,0,1,46.4,4,0
STU-01123,65.5,65.8,0.568,6,6,52.8,5,0
STU-01124,93.9,80.9,0.862,9,2,100.0,8,0
STU-01125,82.6,65.4,0.557,2,3,54.8,5,0
STU-01126,72.8,51.2,0.65,9,3,65.7,8,0
STU-01127,59.3,73.8,0.457,0,2,49.0,3,0
STU-01128,51.0,38.1,0.292,10,1,28.1,10,0
STU-01129,42.3,49.4,0.365,3,1,25.9,2,1
STU-01130,40.7,35.2,0.388,9,4,47.5,6,0
STU-01131,27.7,35.0,0.316,0,1,36.9,4,1
STU-01132,20.0,25.0,0.05,0,1,20.0,1,1
STU-01133,62.2,70.6,0.551,3,1,50.5,3,0
STU-01134,43.8,33.7,0.369,2,1,45.5,4,0
STU-01135,32.7,27.9,0.296,1,2,25.8,5,1
STU-01136,38.2,34.9,0.394,4,0,39.4,6,1
STU-01137,27.7,39.0,0.438,0,2,38.4,5,1
STU-01138,71.6,55.0,0.771,8,2,88.8,8,0
STU-01139,88.2,88.9,0.778,2,2,79.9,4,0
STU-01140,100.0,100.0,0.969,3,8,100.0,7,0
STU-01141,59.8,64.3,0.32,0,5,37.6,1,0
STU-01142,37.5,35.6,0.401,12,9,44.0,12,0
STU-01143,20.0,25.0,0.05,0,1,20.0,2,1
STU-01144,64.9,58.3,0.51,6,2,52.3,4,0
STU-01145,28.2,33.9,0.161,0,0,20.0,2,1
STU-01146,42.9,38.4,0.48,4,2,28.4,3,0
STU-01147,42.7,33.0,0.149,3,3,59.4,2,1
STU-01148,57.2,47.6,0.675,6,2,45.9,6,0
STU-01149,73.8,53.9,0.609,5,7,93.1,7,0
STU-01150,50.9,60.0,0.244,1,1,39.9,4,0
STU-01151,42.4,39.2,0.121,1,0,32.0,3,1
STU-01152,52.5,29.2,0.294,6,1,43.8,8,1
STU-01153,31.7,25.0,0.211,4,3,27.6,4,1
STU-01154,40.5,36.7,0.311,1,1,32.6,2,1
STU-01155,53.0,61.9,0.463,1,3,23.4,2,0
STU-01156,73.8,94.3,0.536,0,2,46.6,5,0
STU-01157,55.2,41.3,0.431,10,4,81.1,14,0
STU-01158,59.0,58.0,0.383,0,2,30.0,5,0
STU-01159,48.3,35.5,0.453,2,0,23.6,4,0
STU-01160,29.0,34.9,0.271,4,3,20.0,5,1
STU-01161,47.0,44.9,0.5,11,2,49.8,3,0
STU-01162,31.0,25.0,0.26,1,4,45.6,4,1
STU-01163,95.9,92.6,0.771,5,2,78.7,6,0
STU-01164,50.4,38.7,0.448,11,2,46.9,10,0
STU-01165,94.7,85.6,0.701,8,2,88.1,4,0
STU-01166,38.5,32.8,0.29,1,2,25.0,2,1
STU-01167,81.4,75.1,0.634,0,1,50.1,1,0
STU-01168,66.7,36.4,0.464,1,1,41.0,2,0
STU-01169,65.6,47.7,0.53,3,1,33.0,1,0
STU-01170,44.0,62.4,0.53,0,2,27.7,1,0
STU-01171,27.1,47.1,0.338,3,8,54.3,8,0
STU-01172,47.6,36.2,0.437,0,1,49.8,5,0
STU-01173,51.2,39.1,0.467,5,5,59.8,11,0
STU-01174,37.4,25.0,0.235,4,1,41.0,1,1
STU-01175,31.8,37.0,0.195,7,9,33.9,3,1
STU-01176,53.1,47.3,0.185,0,1,20.8,4,1
STU-01177,93.6,80.4,0.836,8,3,96.3,4,0
STU-01178,65.6,55.3,0.472,6,0,41.0,3,0
STU-01179,41.4,25.0,0.309,0,2,68.7,10,0
STU-01180,51.3,45.6,0.408,4,4,45.7,4,0
STU-01181,76.2,68.9,0.482,0,3,39.2,4,0
STU-01182,51.4,56.0,0.409,0,1,20.0,4,0
STU-01183,39.6,25.0,0.302,0,0,20.0,1,1
STU-01184,81.0,75.2,0.647,11,1,86.8,3,0
STU-01185,53.7,63.5,0.391,0,6,75.9,3,0
STU-01186,83.5,72.3,0.682,1,0,53.8,6,0
STU-01187,46.3,52.8,0.438,0,1,37.1,2,0
STU-01188,25.9,27.3,0.3,1,1,23.6,1,1
STU-01189,28.1,35.6,0.207,1,1,29.8,2,1
STU-01190,88.1,85.5,0.789,5,3,85.3,4,0
STU-01191,88.4,80.4,0.716,0,3,67.6,0,0
STU-01192,40.9,45.4,0.191,0,3,20.0,0,1
STU-01193,38.6,25.0,0.124,0,0,34.3,2,1
STU-01194,72.6,74.8,0.709,0,0,57.1,2,0
STU-01195,24.4,25.0,0.166,0,0,20.0,6,1
STU-01196,44.3,33.0,0.414,6,1,34.5,6,0
STU-01197,67.2,67.3,0.461,0,5,29.9,4,0
STU-01198,66.3,58.4,0.758,14,2,67.5,5,0
STU-01199,47.5,35.2,0.201,1,4,53.8,6,1
STU-01200,53.7,48.8,0.497,1,0,37.9,4,0
STU-01201,56.8,63.0,0.335,0,0,37.9,1,0
STU-01202,73.4,69.0,0.626,1,3,85.8,11,0
STU-01203,46.9,53.7,0.29,2,3,27.4,3,0
STU-01204,49.6,49.7,0.263,0,6,42.6,6,0
STU-01205,24.3,25.0,0.117,4,4,40.6,2,1
STU-01206,72.8,45.5,0.637,9,0,59.1,5,0
STU-01207,38.7,42.2,0.384,0,3,22.2,9,1
STU-01208,33.0,25.0,0.169,6,2,33.2,4,1
STU-01209,42.6,45.8,0.37,4,2,60.5,6,0
STU-01210,51.0,37.5,0.298,0,2,20.0,3,1
STU-01211,69.4,60.4,0.5,0,4,56.3,4,0
STU-01212,20.0,25.0,0.05,0,0,20.0,1,1
STU-01213,67.3,61.8,0.651,8,2,41.2,4,0
STU-01214,40.1,41.4,0.293,2,1,27.4,1,1
STU-01215,37.5,44.5,0.212,0,4,40.8,4,1
STU-01216,83.9,68.4,0.553,7,4,65.5,4,0
STU-01217,65.2,57.8,0.581,0,2,31.8,3,0
STU-01218,72.7,68.8,0.717,5,5,62.7,5,0
STU-01219,58.8,57.2,0.486,10,8,55.3,14,0
STU-01220,32.7,25.0,0.052,0,8,27.0,7,1
STU-01221,42.9,62.6,0.431,9,2,72.9,14,0
STU-01222,42.7,45.3,0.34,0,4,40.6,3,0
STU-01223,52.6,50.4,0.446,0,4,25.0,5,0
STU-01224,48.7,44.0,0.32,5,0,20.0,5,0
STU-01225,67.1,57.6,0.576,7,2,54.2,8,0
STU-01226,66.7,52.7,0.632,1,3,50.7,2,0
STU-01227,90.9,95.4,0.773,0,2,71.1,4,0
STU-01228,78.2,92.0,0.843,0,0,63.5,8,0
STU-01229,42.2,28.0,0.357,2,2,20.0,7,1
STU-01230,48.2,43.4,0.316,0,2,20.0,4,1
STU-01231,27.0,25.0,0.152,2,2,20.0,1,1
STU-01232,42.4,44.9,0.33,6,0,41.9,13,0
STU-01233,72.4,54.4,0.405,2,0,33.1,0,0
STU-01234,51.7,81.4,0.416,0,4,68.4,4,0
STU-01235,35.4,31.6,0.377,0,1,24.7,2,1
STU-01236,50.5,39.6,0.364,7,3,57.9,7,0
STU-01237,20.0,25.0,0.05,0,6,20.0,8,1
STU-01238,56.0,35.3,0.363,4,4,45.4,4,0
STU-01239,34.2,25.0,0.158,1,7,20.0,3,1
STU-01240,46.1,35.7,0.413,1,3,22.2,3,1
STU-01241,34.5,39.6,0.198,2,5,29.4,8,1
STU-01242,64.5,55.2,0.656,8,2,59.7,1,0
STU-01243,26.8,25.0,0.05,2,3,29.4,2,1
STU-01244,20.0,25.0,0.064,0,4,25.2,1,1
STU-01245,97.6,100.0,0.716,6,6,82.9,2,0
STU-01246,27.1,30.4,0.107,0,3,20.0,5,1
STU-01247,35.2,25.0,0.252,0,1,20.0,4,1
STU-01248,83.2,84.3,0.868,1,3,64.2,1,0
STU-01249,97.1,100.0,0.81,4,6,100.0,3,0
STU-01250,30.6,33.0,0.253,11,2,40.6,9,1
STU-01251,47.4,36.6,0.236,4,3,41.0,4,0
STU-01252,57.7,59.5,0.452,0,5,42.8,4,0
STU-01253,83.9,89.4,0.52,0,2,51.3,2,0
STU-01254,24.1,25.0,0.203,3,3,55.6,6,1
STU-01255,70.1,52.3,0.563,5,3,58.7,1,0
STU-01256,70.4,76.1,0.643,4,1,67.7,7,0
STU-01257,77.5,58.0,0.775,8,4,59.8,11,0
STU-01258,71.5,53.9,0.672,16,5,76.9,7,0
STU-01259,38.4,33.3,0.259,0,0,30.9,3,1
STU-01260,27.5,25.0,0.056,1,3,20.0,1,1
STU-01261,42.4,34.9,0.277,0,3,24.7,6,1
STU-01262,61.1,44.6,0.232,0,5,34.2,7,0
STU-01263,55.9,48.9,0.37,3,4,47.0,7,0
STU-01264,46.2,28.4,0.262,0,6,53.8,8,0
STU-01265,62.3,54.6,0.522,1,5,55.2,1,0
STU-01266,74.3,60.4,0.612,0,3,68.2,5,0
STU-01267,42.1,50.5,0.376,0,0,20.0,6,1
STU-01268,74.4,70.3,0.499,6,2,88.6,6,0
STU-01269,39.6,45.8,0.369,0,2,37.4,3,1
STU-01270,87.1,62.4,0.782,12,1,48.4,9,0
STU-01271,39.6,36.3,0.364,3,4,38.6,7,1
STU-01272,45.4,40.5,0.472,2,0,62.6,5,0
STU-01273,40.8,45.9,0.258,0,1,20.0,0,1
STU-01274,100.0,100.0,1.0,9,1,78.7,3,0
STU-01275,90.9,86.1,0.86,3,4,69.5,6,0
STU-01276,68.6,58.2,0.466,3,3,39.1,4,0
STU-01277,25.4,34.0,0.355,0,6,31.3,6,1
STU-01278,28.8,42.0,0.189,0,1,20.0,2,1
STU-01279,67.0,76.0,0.525,0,2,39.1,5,0
STU-01280,71.6,45.3,0.701,7,5,42.0,3,0
STU-01281,68.0,68.2,0.655,7,9,62.2,11,0
STU-01282,31.7,36.2,0.132,2,1,33.1,7,1
STU-01283,47.1,61.3,0.31,0,3,36.4,4,0
STU-01284,57.2,44.9,0.395,0,4,50.1,10,0
STU-01285,40.9,33.5,0.243,6,0,20.0,3,1
STU-01286,46.9,36.4,0.683,10,2,55.0,5,0
STU-01287,60.7,70.7,0.613,4,1,55.4,7,0
STU-01288,43.3,35.4,0.316,0,4,35.4,8,1
STU-01289,64.0,46.3,0.407,4,4,32.3,0,0
STU-01290,64.7,46.1,0.525,5,3,29.4,6,0
STU-01291,26.8,32.3,0.169,0,0,22.1,1,1
STU-01292,39.0,64.9,0.353,3,1,53.4,3,0
STU-01293,88.1,81.6,0.735,0,2,85.5,2,0
STU-01294,20.0,25.0,0.05,0,2,20.0,3,1
STU-01295,42.8,26.8,0.279,0,6,20.3,1,1
STU-01296,50.3,36.9,0.347,3,3,59.9,4,0
STU-01297,59.8,44.3,0.418,2,1,58.2,10,0
STU-01298,52.2,42.7,0.293,3,2,31.9,2,1
STU-01299,20.0,25.0,0.182,0,3,32.7,2,1
STU-01300,54.8,49.9,0.386,2,0,47.6,2,0
STU-01301,85.9,96.9,0.801,3,6,78.5,2,0
STU-01302,34.2,25.0,0.305,7,3,51.7,13,0
STU-01303,68.0,63.9,0.557,4,4,68.4,6,0
STU-01304,51.7,32.7,0.232,3,2,61.8,6,0
STU-01305,51.9,57.2,0.341,8,8,69.8,15,0
STU-01306,20.0,36.1,0.099,0,6,26.8,3,1
STU-01307,64.7,31.6,0.346,5,10,50.3,5,0
STU-01308,74.8,73.2,0.715,4,6,81.4,9,0
STU-01309,62.4,72.0,0.569,0,1,41.8,2,0
STU-01310,93.5,77.9,0.907,3,5,70.7,3,0
STU-01311,61.0,68.3,0.465,0,2,49.3,1,0
STU-01312,44.8,58.7,0.217,0,2,45.9,7,0
STU-01313,88.5,86.9,0.719,2,1,63.4,2,0
STU-01314,62.6,63.1,0.585,2,3,66.4,4,0
STU-01315,72.3,81.5,0.569,6,5,77.0,4,0
STU-01316,31.8,57.3,0.121,3,3,44.7,6,0
STU-01317,72.8,54.2,0.594,4,2,45.0,3,0
STU-01318,49.0,36.5,0.353,4,0,38.9,3,0
STU-01319,80.2,64.9,0.724,8,5,81.7,9,0
STU-01320,23.4,32.9,0.318,0,3,20.0,1,1
STU-01321,49.4,44.1,0.339,0,0,27.6,1,1
STU-01322,53.7,48.0,0.588,2,1,51.7,3,0
STU-01323,94.7,80.4,0.82,6,3,50.5,7,0
STU-01324,70.2,64.2,0.789,6,2,71.2,7,0
STU-01325,85.3,84.3,0.587,4,1,81.3,7,0
STU-01326,69.6,88.5,0.662,8,5,70.0,3,0
STU-01327,30.9,25.0,0.324,8,2,42.2,8,1
STU-01328,64.8,53.0,0.61,9,3,53.8,3,0
STU-01329,34.6,30.3,0.226,0,1,20.0,3,1
STU-01330,32.5,40.4,0.295,1,2,20.0,1,1
STU-01331,80.3,95.5,0.977,5,3,84.8,5,0
STU-01332,55.3,64.4,0.741,1,1,61.7,4,0
STU-01333,27.0,28.4,0.213,0,1,20.0,5,1
STU-01334,35.2,25.0,0.361,3,1,21.9,1,1
STU-01335,50.5,40.6,0.621,6,3,58.7,1,0
STU-01336,29.4,25.0,0.147,0,1,20.0,2,1
STU-01337,32.6,40.7,0.251,3,1,25.5,2,1
STU-01338,52.4,44.0,0.576,1,5,53.8,3,0
STU-01339,94.8,90.5,0.857,6,1,70.0,2,0
STU-01340,61.2,57.9,0.433,0,1,47.4,4,0
STU-01341,20.0,25.0,0.05,0,3,20.0,3,1
STU-01342,54.5,49.4,0.315,4,2,48.6,5,0
STU-01343,54.1,60.8,0.553,9,4,60.8,8,0
STU-01344,43.6,44.4,0.285,0,5,40.2,6,0
STU-01345,73.4,67.9,0.657,0,0,66.3,5,0
STU-01346,20.0,25.0,0.05,0,3,20.0,2,1
STU-01347,50.0,41.2,0.394,2,3,50.1,6,0
STU-01348,60.5,54.3,0.454,0,4,44.3,6,0
STU-01349,20.0,25.0,0.05,2,2,23.6,8,1
STU-01350,87.0,82.9,0.842,2,2,70.3,6,0
STU-01351,54.6,57.2,0.49,2,1,41.0,4,0
STU-01352,70.9,61.6,0.73,5,4,60.8,5,0
STU-01353,54.6,53.6,0.481,2,8,35.6,7,0
STU-01354,64.5,65.0,0.542,4,0,50.1,4,0
STU-01355,76.6,86.2,0.668,2,2,61.9,2,0
STU-01356,60.9,49.7,0.35,0,1,20.0,0,1
STU-01357,49.1,60.3,0.486,0,2,43.8,2,0
STU-01358,64.4,66.5,0.625,4,0,55.0,3,0
STU-01359,39.4,43.9,0.323,3,2,23.2,8,1
STU-01360,39.8,33.3,0.338,0,3,25.0,4,1
STU-01361,47.9,58.8,0.413,4,2,48.4,5,0
STU-01362,56.8,67.0,0.306,0,1,20.0,0,0
STU-01363,88.3,75.0,0.718,13,3,73.9,5,0
STU-01364,47.2,34.2,0.354,4,2,39.0,3,1
STU-01365,49.8,44.8,0.364,2,2,37.8,5,0
STU-01366,83.4,77.6,0.732,0,2,77.4,5,0
STU-01367,34.5,47.8,0.278,3,5,31.7,3,1
STU-01368,43.6,28.9,0.32,7,2,39.4,2,1
STU-01369,68.6,44.7,0.512,1,4,40.6,4,0
STU-01370,72.7,81.0,0.625,6,5,72.2,2,0
STU-01371,55.1,59.6,0.642,7,1,48.3,8,0
STU-01372,75.5,90.7,0.606,0,0,41.1,1,0
STU-01373,57.4,60.5,0.528,0,2,32.4,5,0
STU-01374,53.4,61.9,0.413,0,1,39.5,2,0
STU-01375,50.2,50.5,0.421,0,4,48.9,6,0
STU-01376,79.6,88.6,0.707,0,2,60.9,4,0
STU-01377,62.8,35.4,0.468,6,1,53.6,8,0
STU-01378,36.9,25.0,0.348,9,1,20.0,3,1
STU-01379,98.4,91.8,0.845,9,1,63.1,6,0
STU-01380,27.2,32.3,0.233,0,0,20.0,2,1
STU-01381,59.5,52.7,0.51,7,3,59.3,6,0
STU-01382,91.6,76.1,0.925,10,3,85.9,4,0
STU-01383,20.0,25.0,0.112,5,9,44.1,8,1
STU-01384,31.6,25.0,0.359,2,2,20.3,3,1
STU-01385,20.0,25.0,0.05,0,1,20.0,2,1
STU-01386,40.7,52.0,0.221,5,2,37.8,6,1
STU-01387,55.8,65.4,0.352,0,0,25.4,1,0
STU-01388,75.6,49.4,0.458,1,1,47.3,3,0
STU-01389,46.5,43.4,0.202,0,1,20.0,3,1
STU-01390,41.0,27.8,0.311,4,2,20.0,2,1
